                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.51525,                 0.3556,                0.95306,                0.97541,                0.98693,                0.99234,                0.61692,                 1.3231,                0.49737,                 1.2057,              0.0010364,              0.0010364,              0.0010364
                    149,                0.51572,                0.34691,                0.95501,                0.92418,                0.91045,                 0.9738,                0.58221,                 1.3729,                0.59569,                 1.2312,              0.0010298,              0.0010298,              0.0010298
                    150,                0.50547,                0.34076,                0.95527,                0.91409,                0.93532,                0.95722,                0.58218,                 1.3092,                0.61436,                 1.2031,              0.0010232,              0.0010232,              0.0010232
                    151,                0.50326,                0.34637,                 0.9643,                0.97757,                0.97512,                0.99159,                0.64676,                 1.2949,                0.49787,                 1.1848,              0.0010166,              0.0010166,              0.0010166
                    152,                0.51592,                0.33468,                0.95678,                0.95813,                 0.9602,                0.98985,                0.61274,                 1.3351,                0.52386,                 1.2219,                0.00101,                0.00101,                0.00101
                    153,                0.49488,                0.33445,                0.95656,                0.95871,                 0.9005,                0.96482,                0.59906,                 1.3644,                0.57449,                 1.2397,              0.0010034,              0.0010034,              0.0010034
                    154,                0.50521,                0.33758,                0.95544,                0.96488,                0.95677,                0.98648,                0.62996,                 1.3054,                0.53633,                 1.2066,              0.0009968,              0.0009968,              0.0009968
                    155,                0.52084,                0.35084,                0.95813,                0.95553,                 0.9403,                0.97488,                0.60421,                 1.3206,                0.60472,                 1.2278,              0.0009902,              0.0009902,              0.0009902
                    156,                 0.4895,                0.33912,                0.94121,                0.96989,                0.96154,                0.98435,                0.62618,                 1.2835,                0.53751,                   1.22,              0.0009836,              0.0009836,              0.0009836
                    157,                0.51973,                0.34838,                0.95971,                0.94948,                0.88557,                0.96859,                  0.617,                 1.2832,                0.60449,                 1.1948,               0.000977,               0.000977,               0.000977
                    158,                0.50384,                0.34382,                0.94567,                0.98327,                0.96517,                  0.982,                0.62541,                 1.2793,                0.52533,                 1.2004,              0.0009704,              0.0009704,              0.0009704
                    159,                0.50127,                0.33581,                0.95768,                0.93661,                0.95565,                0.97727,                0.61441,                 1.3103,                0.59695,                 1.1983,              0.0009638,              0.0009638,              0.0009638
                    160,                 0.4836,                0.32762,                0.95127,                0.91163,                0.95522,                0.97186,                0.60264,                 1.3275,                0.66297,                 1.2172,              0.0009572,              0.0009572,              0.0009572
                    161,                0.52619,                0.35074,                0.95718,                0.97404,                0.96517,                0.98342,                0.61138,                 1.3037,                0.54213,                 1.1852,              0.0009506,              0.0009506,              0.0009506
                    162,                0.48418,                0.32144,                0.94884,                0.97876,                0.98507,                0.99211,                0.64121,                 1.2675,                0.50163,                 1.1772,               0.000944,               0.000944,               0.000944
                    163,                0.48926,                0.35597,                0.95305,                0.95588,                0.97005,                 0.9859,                0.61257,                    1.3,                0.53982,                 1.2163,              0.0009374,              0.0009374,              0.0009374
                    164,                 0.4914,                0.32762,                0.94242,                0.98603,                0.97015,                0.99119,                0.64953,                 1.2629,                 0.4903,                 1.2005,              0.0009308,              0.0009308,              0.0009308
                    165,                 0.4981,                0.34758,                0.95375,                0.98297,                0.97512,                0.99103,                0.64223,                 1.2926,                0.52912,                 1.1918,              0.0009242,              0.0009242,              0.0009242
                    166,                0.48634,                0.31694,                0.94389,                0.96993,                0.97015,                0.98717,                0.62846,                 1.2826,                0.51879,                 1.2054,              0.0009176,              0.0009176,              0.0009176
                    167,                0.48054,                0.32918,                0.94523,                0.93943,                 0.9801,                0.98631,                0.62145,                 1.3221,                0.54716,                 1.2199,               0.000911,               0.000911,               0.000911
                    168,                0.48516,                0.32492,                0.94615,                0.95111,                 0.9403,                0.97885,                0.63664,                 1.2718,                0.55957,                 1.1838,              0.0009044,              0.0009044,              0.0009044
                    169,                0.47221,                0.33501,                0.94423,                0.95903,                0.95522,                0.98728,                0.60771,                 1.3689,                 0.5778,                 1.2389,              0.0008978,              0.0008978,              0.0008978
                    170,                0.49009,                0.33036,                0.95278,                0.96469,                0.97015,                0.98656,                0.63388,                 1.2836,                0.54444,                 1.1865,              0.0008912,              0.0008912,              0.0008912
                    171,                0.48916,                0.33104,                0.94412,                0.97512,                0.97498,                0.98976,                0.58532,                 1.4055,                0.55053,                 1.2682,              0.0008846,              0.0008846,              0.0008846
                    172,                0.46803,                0.33634,                0.94828,                0.92275,                0.95079,                0.98012,                0.59483,                 1.3894,                0.58037,                 1.2377,               0.000878,               0.000878,               0.000878
                    173,                 0.4896,                0.33338,                0.93939,                0.94191,                 0.9204,                0.97486,                0.58945,                 1.3635,                0.62819,                 1.2493,              0.0008714,              0.0008714,              0.0008714
                    174,                0.46661,                0.31252,                0.94266,                0.94916,                0.95522,                0.98588,                0.63447,                 1.2633,                0.53356,                 1.1751,              0.0008648,              0.0008648,              0.0008648
                    175,                0.48075,                0.31822,                0.93291,                0.96007,                0.95709,                0.99034,                0.62601,                 1.3092,                 0.5299,                 1.2022,              0.0008582,              0.0008582,              0.0008582
                    176,                0.49553,                0.32842,                0.95367,                0.98994,                0.97946,                0.99358,                0.62803,                 1.3552,                0.48492,                 1.2177,              0.0008516,              0.0008516,              0.0008516
                    177,                0.48153,                0.31897,                0.94294,                 0.9798,                 0.9801,                0.99205,                0.62955,                 1.3384,                0.51049,                 1.2246,               0.000845,               0.000845,               0.000845
                    178,                0.47266,                0.32738,                0.92832,                 0.9611,                 0.9833,                0.99325,                 0.6502,                 1.2673,                0.49565,                 1.1764,              0.0008384,              0.0008384,              0.0008384
                    179,                0.48033,                0.33473,                0.93738,                0.98094,                0.97015,                0.99078,                0.64054,                  1.293,                0.48841,                 1.2124,              0.0008318,              0.0008318,              0.0008318
                    180,                0.47947,                0.31947,                0.94523,                0.95002,                 0.9602,                 0.9887,                0.63832,                 1.3048,                0.50926,                 1.2317,              0.0008252,              0.0008252,              0.0008252
                    181,                0.46951,                0.31185,                0.93659,                0.96093,                0.95522,                0.98419,                0.62919,                 1.3073,                 0.5319,                 1.2203,              0.0008186,              0.0008186,              0.0008186
                    182,                0.46598,                0.31364,                0.94052,                0.93944,                0.97015,                0.98311,                0.63514,                  1.288,                0.57051,                 1.2144,               0.000812,               0.000812,               0.000812
                    183,                0.45888,                0.31127,                 0.9373,                0.98491,                0.95025,                0.98785,                0.62201,                 1.3121,                 0.5196,                 1.2056,              0.0008054,              0.0008054,              0.0008054
                    184,                0.45282,                 0.3218,                0.92964,                 0.9654,                0.97166,                0.99215,                 0.6206,                 1.3433,                0.52501,                 1.2497,              0.0007988,              0.0007988,              0.0007988
                    185,                0.46008,                0.31085,                0.93696,                0.96539,                0.97138,                0.99083,                0.64868,                 1.2643,                0.50527,                 1.1924,              0.0007922,              0.0007922,              0.0007922
                    186,                0.46396,                 0.3058,                0.93569,                0.96504,                0.96148,                0.99075,                0.63433,                 1.3097,                0.52906,                 1.2055,              0.0007856,              0.0007856,              0.0007856
                    187,                0.44198,                0.29955,                0.93489,                0.94018,                0.96517,                0.98118,                0.62724,                 1.2751,                0.55588,                 1.1914,               0.000779,               0.000779,               0.000779
                    188,                0.47827,                0.31792,                0.93555,                0.93532,                0.94527,                0.97915,                0.63315,                 1.2652,                0.59285,                 1.1984,              0.0007724,              0.0007724,              0.0007724
                    189,                0.45618,                0.30151,                0.94568,                0.96056,                0.96946,                0.98913,                 0.6487,                  1.226,                0.50763,                 1.1697,              0.0007658,              0.0007658,              0.0007658
                    190,                0.48443,                0.33122,                0.93789,                0.93762,                0.89729,                0.97633,                0.63503,                 1.2483,                0.56728,                 1.1863,              0.0007592,              0.0007592,              0.0007592
                    191,                 0.4631,                0.31595,                0.93589,                  0.956,                 0.9403,                0.98682,                0.62829,                 1.2847,                0.52655,                 1.2088,              0.0007526,              0.0007526,              0.0007526
                    192,                0.44692,                0.29668,                0.91862,                0.97524,                0.97965,                0.99046,                0.64582,                 1.2728,                0.49863,                 1.1981,               0.000746,               0.000746,               0.000746
                    193,                0.45816,                0.31047,                0.93081,                0.94218,                0.97279,                0.98778,                0.63998,                  1.262,                0.51581,                 1.1917,              0.0007394,              0.0007394,              0.0007394
                    194,                0.46045,                0.31428,                0.93058,                0.93621,                0.94921,                0.98224,                 0.6258,                 1.2724,                0.54873,                 1.1948,              0.0007328,              0.0007328,              0.0007328
                    195,                0.45316,                0.30656,                0.92643,                0.98984,                0.96898,                0.99157,                0.63851,                  1.252,                0.48364,                 1.1883,              0.0007262,              0.0007262,              0.0007262
                    196,                0.45241,                0.30303,                0.93021,                0.97045,                 0.9602,                0.99109,                0.60412,                 1.3489,                0.52117,                 1.2359,              0.0007196,              0.0007196,              0.0007196
                    197,                0.45219,                 0.3048,                0.93715,                0.95441,                0.95025,                0.98384,                0.60669,                 1.3247,                0.55291,                 1.2155,               0.000713,               0.000713,               0.000713
                    198,                0.43089,                0.29582,                 0.9246,                0.96631,                 0.9602,                0.98918,                0.63805,                 1.2618,                0.51286,                 1.1909,              0.0007064,              0.0007064,              0.0007064
                    199,                0.44692,                0.30137,                0.93282,                0.95151,                0.97619,                0.98874,                0.63884,                 1.2574,                0.50878,                 1.1881,              0.0006998,              0.0006998,              0.0006998
                    200,                0.44923,                0.30384,                0.93305,                0.97038,                0.97512,                0.98982,                0.64519,                  1.275,                0.49258,                 1.1852,              0.0006932,              0.0006932,              0.0006932
                    201,                0.43816,                0.30791,                0.92456,                0.98506,                0.98427,                0.99435,                0.64231,                 1.2758,                 0.4614,                 1.1823,              0.0006866,              0.0006866,              0.0006866
                    202,                0.44094,                0.30164,                0.93977,                0.98832,                0.97512,                 0.9942,                0.65012,                 1.2741,                0.46599,                 1.1926,                0.00068,                0.00068,                0.00068
                    203,                0.44888,                0.31337,                0.93033,                0.97989,                0.96952,                0.98689,                0.64553,                 1.2904,                 0.4776,                  1.203,              0.0006734,              0.0006734,              0.0006734
                    204,                0.43557,                0.29411,                0.92334,                0.98988,                0.97343,                 0.9908,                0.64721,                 1.2755,                0.46695,                 1.1793,              0.0006668,              0.0006668,              0.0006668
                    205,                0.46242,                0.30609,                0.93094,                0.99324,                 0.9801,                0.99385,                0.63379,                 1.2889,                0.47639,                 1.1975,              0.0006602,              0.0006602,              0.0006602
                    206,                 0.4369,                0.29686,                0.93005,                0.97186,                0.97512,                0.98808,                0.63937,                 1.2649,                0.48502,                 1.1832,              0.0006536,              0.0006536,              0.0006536
                    207,                0.43231,                0.29324,                0.92508,                0.98399,                0.97015,                0.98674,                0.64247,                 1.2684,                0.48532,                 1.1917,               0.000647,               0.000647,               0.000647
                    208,                0.44432,                0.29661,                0.92737,                0.97673,                0.97512,                0.98917,                0.64711,                 1.2551,                0.49348,                 1.1781,              0.0006404,              0.0006404,              0.0006404
                    209,                0.44135,                0.29676,                0.92711,                0.93172,                0.97015,                0.97546,                0.62733,                 1.2753,                0.54717,                 1.1944,              0.0006338,              0.0006338,              0.0006338
                    210,                0.42073,                0.28776,                 0.9303,                0.92871,                0.97217,                0.98283,                0.62693,                 1.2973,                0.54996,                  1.213,              0.0006272,              0.0006272,              0.0006272
                    211,                0.43254,                 0.2926,                0.92956,                0.97443,                0.96517,                0.99111,                0.63048,                 1.3277,                0.49899,                 1.2081,              0.0006206,              0.0006206,              0.0006206
                    212,                0.41658,                0.29063,                0.92977,                0.96017,                0.96517,                0.98683,                0.62569,                 1.3235,                0.53753,                 1.2142,               0.000614,               0.000614,               0.000614
                    213,                0.43868,                0.30802,                0.92436,                0.97329,                0.97015,                0.99125,                0.63399,                 1.3042,                0.51705,                 1.2046,              0.0006074,              0.0006074,              0.0006074
                    214,                 0.4279,                0.29359,                0.92963,                0.98793,                0.97015,                0.99362,                0.65717,                 1.2499,                0.48468,                 1.1709,              0.0006008,              0.0006008,              0.0006008
                    215,                0.42327,                0.29222,                 0.9171,                0.98205,                0.96517,                0.99132,                0.63145,                 1.2744,                0.48823,                 1.1924,              0.0005942,              0.0005942,              0.0005942
                    216,                0.41209,                0.28285,                 0.9265,                0.97944,                0.97015,                0.99223,                0.63874,                 1.3149,                0.48998,                  1.221,              0.0005876,              0.0005876,              0.0005876
                    217,                0.42124,                0.28634,                0.92037,                0.98482,                0.96806,                0.99175,                0.63669,                 1.3077,                0.49247,                 1.2076,               0.000581,               0.000581,               0.000581
                    218,                0.42747,                0.28794,                0.90892,                0.98279,                0.97015,                0.99239,                0.65504,                 1.2441,                0.45924,                  1.171,              0.0005744,              0.0005744,              0.0005744
                    219,                 0.4192,                0.28352,                0.91968,                0.95054,                0.95617,                0.98402,                  0.637,                 1.2905,                0.51737,                 1.1907,              0.0005678,              0.0005678,              0.0005678
                    220,                0.40894,                0.28037,                0.92135,                 0.9478,                0.97015,                 0.9842,                 0.6249,                 1.3227,                0.53999,                 1.2341,              0.0005612,              0.0005612,              0.0005612
                    221,                0.41955,                0.27516,                0.92934,                0.97344,                0.96517,                 0.9904,                0.62782,                 1.3299,                0.50671,                 1.2344,              0.0005546,              0.0005546,              0.0005546
                    222,                0.42206,                0.27876,                0.92103,                  0.983,                0.96517,                0.99154,                0.64439,                 1.2803,                0.48034,                 1.1997,               0.000548,               0.000548,               0.000548
                    223,                0.43663,                0.29907,                0.92588,                0.96472,                0.96517,                0.98831,                0.63767,                 1.2849,                0.50402,                 1.2131,              0.0005414,              0.0005414,              0.0005414
                    224,                0.41273,                0.28507,                0.92227,                 0.9657,                0.97015,                0.98876,                0.64127,                 1.3028,                0.49095,                 1.2222,              0.0005348,              0.0005348,              0.0005348
                    225,                0.44329,                0.29946,                0.94636,                0.96328,                 0.9602,                0.98638,                0.63882,                 1.2956,                 0.5012,                 1.2037,              0.0005282,              0.0005282,              0.0005282
                    226,                0.40426,                0.28134,                0.91451,                0.95657,                0.94527,                0.98166,                0.64003,                 1.2842,                0.52503,                 1.2051,              0.0005216,              0.0005216,              0.0005216
                    227,                0.42644,                0.29163,                0.92394,                0.97377,                 0.9602,                0.98885,                0.63413,                 1.2983,                0.48736,                 1.2135,               0.000515,               0.000515,               0.000515
                    228,                0.41597,                0.28311,                0.91497,                0.97508,                0.97332,                0.98879,                0.64979,                 1.2742,                0.47906,                 1.2047,              0.0005084,              0.0005084,              0.0005084
                    229,                0.41948,                 0.3346,                 0.9253,                  0.959,                0.97015,                 0.9887,                0.64954,                 1.2721,                0.49133,                 1.1913,              0.0005018,              0.0005018,              0.0005018
                    230,                0.40761,                0.27911,                0.92423,                0.97433,                0.97512,                0.99104,                0.64358,                 1.3025,                0.48631,                 1.2184,              0.0004952,              0.0004952,              0.0004952
                    231,                0.40526,                 0.2779,                0.91254,                 0.9796,                0.97015,                0.99013,                0.64758,                 1.2953,                0.48293,                 1.2087,              0.0004886,              0.0004886,              0.0004886
                    232,                0.40639,                0.27789,                0.90773,                0.98447,                0.97512,                0.99375,                0.65062,                 1.2813,                0.47697,                 1.2059,               0.000482,               0.000482,               0.000482
                    233,                0.40949,                0.28047,                0.91156,                0.98336,                0.97015,                0.99375,                0.64177,                 1.2641,                0.47313,                  1.211,              0.0004754,              0.0004754,              0.0004754
                    234,                0.39999,                0.26815,                 0.9119,                0.96577,                0.98269,                0.99181,                0.63254,                 1.3017,                  0.469,                 1.2367,              0.0004688,              0.0004688,              0.0004688
                    235,                0.40453,                0.27579,                0.91477,                0.97549,                0.99005,                0.99369,                0.64965,                 1.2777,                0.46479,                 1.2258,              0.0004622,              0.0004622,              0.0004622
                    236,                0.41817,                0.27962,                0.91057,                0.97814,                0.97512,                0.99069,                0.64705,                 1.2713,                0.47535,                 1.2241,              0.0004556,              0.0004556,              0.0004556
                    237,                0.39421,                0.31091,                0.91818,                0.95661,                 0.9602,                0.98857,                0.64074,                 1.2655,                0.49557,                 1.2216,               0.000449,               0.000449,               0.000449
                    238,                0.39387,                0.27433,                 0.9096,                0.95146,                0.97015,                 0.9906,                0.65804,                 1.2554,                0.48507,                 1.2054,              0.0004424,              0.0004424,              0.0004424
                    239,                0.40137,                0.28344,                0.92204,                0.97123,                0.96517,                0.98935,                0.64641,                 1.2764,                0.47642,                 1.2056,              0.0004358,              0.0004358,              0.0004358
                    240,                0.40224,                 0.2755,                0.92156,                0.97985,                0.96763,                0.99206,                0.65072,                 1.2859,                0.47954,                 1.2039,              0.0004292,              0.0004292,              0.0004292
                    241,                0.40283,                 0.2779,                0.91411,                0.97963,                0.95698,                0.99211,                0.64483,                  1.295,                 0.4847,                 1.2093,              0.0004226,              0.0004226,              0.0004226
                    242,                 0.3836,                0.26464,                0.90913,                0.96526,                0.96759,                0.99065,                0.64485,                 1.2825,                0.48422,                 1.2064,               0.000416,               0.000416,               0.000416
                    243,                0.40059,                0.27195,                0.91087,                 0.9879,                0.95025,                0.99281,                0.64936,                 1.2628,                0.46782,                 1.1978,              0.0004094,              0.0004094,              0.0004094
                    244,                0.39426,                0.28739,                 0.9119,                0.98474,                0.96303,                0.99283,                0.64957,                 1.2767,                0.47473,                 1.2031,              0.0004028,              0.0004028,              0.0004028
                    245,                0.39559,                0.27419,                0.91854,                0.98974,                0.95961,                 0.9928,                0.64566,                 1.2861,                0.47886,                 1.2115,              0.0003962,              0.0003962,              0.0003962
                    246,                0.40414,                0.27943,                0.90701,                 0.9785,                0.97512,                0.99263,                 0.6541,                 1.2707,                0.46686,                 1.2076,              0.0003896,              0.0003896,              0.0003896
                    247,                0.38805,                0.26614,                0.90544,                0.97351,                 0.9801,                0.99155,                0.64099,                 1.2969,                0.46291,                 1.2272,               0.000383,               0.000383,               0.000383
                    248,                0.39238,                0.27005,                0.90584,                0.97522,                0.97902,                0.99245,                0.65169,                 1.2832,                0.45644,                 1.2129,              0.0003764,              0.0003764,              0.0003764
                    249,                0.39883,                0.27754,                0.90836,                0.97391,                0.97015,                0.99198,                0.64987,                 1.2857,                0.46345,                 1.2265,              0.0003698,              0.0003698,              0.0003698
                    250,                0.38329,                0.27134,                0.90245,                 0.9703,                 0.9751,                0.99038,                0.65635,                  1.282,                0.46518,                 1.2248,              0.0003632,              0.0003632,              0.0003632
                    251,                0.40448,                0.28067,                0.91318,                0.98113,                0.97015,                0.99262,                0.65487,                  1.288,                 0.4558,                 1.2323,              0.0003566,              0.0003566,              0.0003566
                    252,                0.38635,                0.26897,                0.90732,                0.97425,                0.97015,                0.99187,                0.65818,                 1.2518,                0.44867,                 1.2126,                0.00035,                0.00035,                0.00035
                    253,                0.38802,                0.27552,                0.90106,                0.97042,                0.97938,                0.99207,                0.65807,                 1.2477,                0.43796,                 1.1918,              0.0003434,              0.0003434,              0.0003434
                    254,                0.37792,                0.27432,                0.90167,                0.98491,                 0.9743,                0.99272,                0.66206,                 1.2512,                0.44248,                 1.2046,              0.0003368,              0.0003368,              0.0003368
                    255,                0.39458,                0.27001,                 0.9026,                0.98143,                0.97015,                 0.9918,                0.65516,                 1.2569,                 0.4489,                 1.2096,              0.0003302,              0.0003302,              0.0003302
                    256,                0.38714,                0.26709,                 0.9096,                0.98314,                0.97015,                0.99171,                0.65508,                 1.2785,                0.45939,                 1.2187,              0.0003236,              0.0003236,              0.0003236
                    257,                0.38612,                0.26612,                0.90865,                 0.9849,                0.97342,                 0.9912,                0.65632,                 1.2732,                0.45189,                 1.2171,               0.000317,               0.000317,               0.000317
                    258,                0.38289,                0.27804,                0.90355,                0.98488,                0.97245,                0.99188,                0.65637,                 1.2784,                 0.4604,                 1.2253,              0.0003104,              0.0003104,              0.0003104
                    259,                0.38768,                0.27278,                0.90923,                0.97998,                0.97427,                0.99153,                0.65546,                 1.2793,                0.46179,                 1.2279,              0.0003038,              0.0003038,              0.0003038
                    260,                0.39313,                0.26786,                0.90419,                0.97401,                0.96517,                0.99041,                0.65847,                 1.2433,                0.46929,                 1.2014,              0.0002972,              0.0002972,              0.0002972
                    261,                0.39065,                0.27477,                0.90575,                0.97961,                0.96517,                0.99088,                0.65253,                 1.2604,                0.46968,                 1.2246,              0.0002906,              0.0002906,              0.0002906
                    262,                0.38064,                0.25774,                 0.8985,                0.98476,                0.96465,                0.99141,                0.65979,                 1.2585,                0.45723,                 1.2184,               0.000284,               0.000284,               0.000284
                    263,                0.37067,                0.26409,                0.90449,                0.97841,                 0.9801,                0.99305,                0.66595,                 1.2615,                0.44365,                 1.2183,              0.0002774,              0.0002774,              0.0002774
                    264,                0.38134,                0.26732,                0.90068,                  0.981,                0.97512,                0.99247,                0.65208,                 1.2976,                 0.4575,                 1.2437,              0.0002708,              0.0002708,              0.0002708
                    265,                0.38099,                0.26204,                0.90278,                0.98499,                0.97939,                0.99263,                0.65084,                 1.2929,                0.46165,                 1.2356,              0.0002642,              0.0002642,              0.0002642
                    266,                0.38479,                0.27121,                0.90691,                0.97516,                0.97512,                0.99255,                0.65924,                 1.2635,                0.45023,                 1.2127,              0.0002576,              0.0002576,              0.0002576
                    267,                 0.3749,                0.26105,                0.90098,                0.97914,                0.97015,                0.99193,                0.65304,                  1.276,                0.45938,                 1.2236,               0.000251,               0.000251,               0.000251
                    268,                0.37932,                0.25566,                0.89978,                0.97899,                0.97015,                0.99184,                0.65827,                 1.2706,                0.45164,                 1.2168,              0.0002444,              0.0002444,              0.0002444
                    269,                0.35904,                0.25481,                0.89755,                0.97919,                0.97015,                0.99047,                0.65782,                 1.2746,                0.46672,                 1.2178,              0.0002378,              0.0002378,              0.0002378
                    270,                0.37212,                0.26111,                0.90112,                0.98425,                0.97015,                0.99072,                0.65613,                 1.2829,                0.46348,                  1.224,              0.0002312,              0.0002312,              0.0002312
                    271,                0.37514,                0.25745,                0.90033,                0.97467,                0.97512,                0.98987,                0.65077,                 1.2808,                0.46332,                 1.2259,              0.0002246,              0.0002246,              0.0002246
                    272,                0.37177,                0.25756,                0.90217,                0.98668,                 0.9602,                0.98683,                0.64774,                 1.2776,                0.46377,                 1.2241,               0.000218,               0.000218,               0.000218
                    273,                0.36155,                0.25195,                0.89508,                0.97902,                0.97015,                0.99069,                0.65479,                 1.2674,                0.45854,                 1.2209,              0.0002114,              0.0002114,              0.0002114
                    274,                0.37133,                0.25552,                0.89626,                0.97998,                 0.9743,                0.99132,                0.65231,                 1.2712,                0.46167,                 1.2253,              0.0002048,              0.0002048,              0.0002048
                    275,                 0.3693,                0.25993,                0.89808,                0.97848,                 0.9801,                0.99116,                0.65552,                 1.2746,                0.46781,                 1.2265,              0.0001982,              0.0001982,              0.0001982
                    276,                0.36871,                0.25163,                0.89356,                0.97433,                 0.9801,                0.99205,                 0.6552,                 1.2764,                0.46404,                 1.2357,              0.0001916,              0.0001916,              0.0001916
                    277,                0.37807,                0.25549,                0.90248,                0.97409,                0.97512,                0.99203,                0.65442,                 1.2777,                0.46502,                 1.2358,               0.000185,               0.000185,               0.000185
                    278,                0.35529,                0.24707,                0.90019,                0.98478,                0.96568,                0.99159,                 0.6559,                 1.2606,                0.46288,                 1.2221,              0.0001784,              0.0001784,              0.0001784
                    279,                0.36285,                0.25396,                0.89994,                0.98335,                0.97015,                 0.9931,                0.66185,                 1.2589,                0.45574,                 1.2142,              0.0001718,              0.0001718,              0.0001718
                    280,                0.37048,                0.25377,                0.89929,                0.98956,                0.97015,                0.99255,                0.66416,                 1.2504,                0.45094,                 1.2107,              0.0001652,              0.0001652,              0.0001652
                    281,                0.35454,                0.24573,                0.89724,                0.98335,                0.97512,                0.99275,                0.66432,                 1.2528,                0.45343,                 1.2153,              0.0001586,              0.0001586,              0.0001586
                    282,                 0.3511,                0.24763,                0.90003,                0.98472,                0.97512,                0.99209,                0.65851,                 1.2711,                0.46195,                 1.2266,               0.000152,               0.000152,               0.000152
                    283,                0.35922,                0.25261,                0.89596,                0.98128,                0.97015,                0.99131,                0.65882,                 1.2687,                0.45978,                 1.2199,              0.0001454,              0.0001454,              0.0001454
                    284,                0.36459,                0.24603,                0.90445,                0.97876,                0.97512,                0.99075,                0.65589,                 1.2805,                0.46359,                 1.2306,              0.0001388,              0.0001388,              0.0001388
                    285,                0.35478,                0.25275,                0.89324,                0.97408,                0.97512,                0.99116,                0.65341,                 1.2839,                0.46308,                 1.2293,              0.0001322,              0.0001322,              0.0001322
                    286,                0.36203,                  0.257,                0.90671,                0.97523,                0.97924,                0.99179,                0.65794,                 1.2712,                0.45874,                 1.2194,              0.0001256,              0.0001256,              0.0001256
                    287,                0.35858,                0.25048,                0.90207,                0.97481,                 0.9801,                0.99191,                0.65482,                 1.2807,                0.46042,                 1.2363,               0.000119,               0.000119,               0.000119
                    288,                0.36107,                 0.2482,                0.90612,                0.98483,                0.96906,                0.99174,                0.65292,                 1.2785,                0.46307,                 1.2316,              0.0001124,              0.0001124,              0.0001124
                    289,                0.36221,                0.24924,                0.90061,                0.98477,                0.96485,                0.99017,                0.65243,                 1.2747,                0.46353,                 1.2304,              0.0001058,              0.0001058,              0.0001058
                    290,                0.34235,                0.23939,                 0.8958,                0.98396,                0.96517,                0.99076,                0.65454,                 1.2753,                 0.4642,                 1.2299,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                0.39579,                0.24917,                0.87162,                0.97522,                0.97894,                0.99227,                0.64469,                 1.2799,                0.45701,                 1.2414,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.38825,                0.23874,                 0.8692,                0.98045,                0.97015,                0.99224,                0.63977,                 1.2847,                0.46102,                  1.247,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.39664,                0.23672,                0.87898,                0.97719,                0.97512,                 0.9922,                0.64022,                 1.2872,                0.45924,                 1.2502,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                0.38814,                0.23463,                0.86853,                0.97738,                0.97512,                0.99206,                0.64596,                 1.2789,                0.46286,                 1.2457,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                 0.3786,                0.22733,                0.86849,                 0.9768,                0.97512,                0.99189,                0.65128,                  1.278,                0.45423,                 1.2446,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.38704,                0.23587,                0.86796,                0.97935,                0.97512,                0.99195,                0.65305,                 1.2712,                0.45351,                 1.2403,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.37198,                0.22252,                0.87141,                0.97868,                0.97015,                0.99174,                0.65389,                 1.2627,                0.45335,                 1.2368,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                 0.3623,                0.22522,                0.87497,                0.97988,                 0.9692,                0.99208,                0.65693,                 1.2575,                0.45545,                 1.2343,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.37296,                0.22648,                0.86588,                0.97986,                0.96802,                0.99235,                0.65749,                 1.2529,                0.45409,                 1.2323,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.37208,                0.22341,                0.86371,                0.97989,                0.96983,                0.99249,                 0.6588,                 1.2513,                0.45367,                  1.228,               3.32e-05,               3.32e-05,               3.32e-05
